colony_id,name,reg_number,category,boundary_delineated,map_number,satellite_boundary_pdf_url,final_boundary_pdf_url,upload_date,remarks,source_link
238,"West Block, Friends Enclave, Mundka, Delhi-41",178,regular,1,1431,,https://dda.gov.in/sites/default/files/pmuday/1431_178.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
239,"Shankar Vihar, UA, Prem Nagar-II, Kirari, Nangloi",179,regular,1,1148,,https://dda.gov.in/sites/default/files/pmuday/1148_179.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
240,"Dr. Ambedkar Colony, Chhatarpur",180,regular,1,464,https://dda.gov.in/sites/default/files/pmuday/464_180.pdf,,2019-12-03,,https://dda.gov.in/delineated-boundary
241,"Karan Vihar Part-III, Kirari, Nangloi, Delhi-41",181,regular,1,1540,,https://dda.gov.in/sites/default/files/pmuday/1540_181.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
242,"Sitapuri Extn. Part-I, Dabri",182,regular,1,552,,https://dda.gov.in/sites/default/files/pmuday/552_182.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
243,"Guru Yogi Raj Puran Jain & Aggarwal Colony, Ranikhera",183,regular,1,1051,,https://dda.gov.in/sites/default/files/pmuday/1051_183.pdf,2020-06-08,"(1) REGD. NO.1430_Bhagya Vihar, Jain Colony Rani Khera, Delhi-81",https://dda.gov.in/delineated-boundary
244,"Arpan Vihar, J-Block, Jaitpur Extn. Part-I, Badarpur, New Delhi",184,regular,1,1211,,https://dda.gov.in/sites/default/files/pmuday/1211_184.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
245,"Ekta Vihar (Block A, B & C) Jaitpur, Badarpur",185,regular,1,1208,,https://dda.gov.in/sites/default/files/pmuday/1208_185.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
246,"Shakti Vihar Block A, Molar Band Extn., Badarpur",186,regular,1,1198,https://dda.gov.in/sites/default/files/pmuday/1198_186.pdf,,2019-12-16,,https://dda.gov.in/delineated-boundary
247,"Rajendera Park Extn., F-Block, Nangloi",188,regular,1,1556,https://dda.gov.in/sites/default/files/pmuday/1556_188.pdf,,2020-03-16,,https://dda.gov.in/delineated-boundary
248,"Anand Vihar, near Nangli Sakrawati, Najafgarh",189,regular,0,897,,,2020-06-03,"(1)1548 Sai Dham, Nangli Sakrawati, Najafgarh New Delhi - 43",https://dda.gov.in/delineated-boundary
249,"Shiv Puri Part-II, Deenpur, Najafgarh",190,regular,1,535,,https://dda.gov.in/sites/default/files/pmuday/535_190.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
250,"Harijan Basti, School Block, Shakurpur",191,regular,1,1028,,https://dda.gov.in/sites/default/files/pmuday/1028_191.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
251,"Tikri Kalan Extn. (Lekh Ram Park), New Delhi- 41",192,regular,1,338,,https://dda.gov.in/sites/default/files/pmuday/338_192.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
252,"Jagat Puri Extn., Delhi-93",193,regular,1,28,,https://dda.gov.in/sites/default/files/pmuday/28_193.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
253,Mahindra Park (Pankha Road) Uttam Nagar,194,regular,1,652,,https://dda.gov.in/sites/default/files/pmuday/652_194.pdf,2020-05-27,"(1) REGD. NO.466_Mahindra Park D-Block, , Uttam Nagar,Pankha Road, Delhi",https://dda.gov.in/delineated-boundary
254,"Harijan Basti, Block A B & C, Karawal Nagar",195,regular,1,217,,https://dda.gov.in/sites/default/files/pmuday/MAP%20217_195.pdf,2020-05-16,"(1) REGD. NO. 195 A_Harijan Basti, Block A B & C, Karawal Nagar",https://dda.gov.in/delineated-boundary
255,"Harijan Basti, Block A B & C, Karawal Nagar",195-A,regular,1,217,,https://dda.gov.in/sites/default/files/pmuday/MAP%20217_195.pdf,2020-05-16,"(1) REGD. NO. 195 A_Harijan Basti, Block A B & C, Karawal Nagar",https://dda.gov.in/delineated-boundary
256,"Baba Colony B-Block, Burari, Delhi-84",196,regular,1,165,,https://dda.gov.in/sites/default/files/pmuday/165_196.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
257,"Swatantra Nagar Ph-II (Left out portion),Narela",197,regular,0,,,,,Boundary map pending or omitted from DDA portal table,https://dda.gov.in/sites/default/files/pmuday/1731_uc.pdf
258,"Swatantra Nagar Ph-II (Left out portion),Narela",197-A,regular,1,1250,https://dda.gov.in/sites/default/files/pmuday/1250_197A.pdf,,2019-12-19,,https://dda.gov.in/delineated-boundary
259,"Swatantra Nagar Ph-II (Left out portion),Narela",197-B,regular,1,295,,https://dda.gov.in/sites/default/files/pmuday/295_197_B.pdf,2020-05-18,"(1) REGD. NO.25-(LOP)_Village Bakner Ambedkar Colony Extn. Part II, Delhi 40 (2) REGD. NO.577_Swatantra Nagar Extn. West Gonda Road, Narela, Delhi-40",https://dda.gov.in/delineated-boundary
260,"Harsukh Block, Prem Nagar-I, Kirari Road, Nangloi",198-A,regular,1,1139,,https://dda.gov.in/sites/default/files/pmuday/1139_198.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
261,"Harsukh Block, Prem Nagar-I, Kirari Road, Nangloi",198-B,regular,1,1139,,https://dda.gov.in/sites/default/files/pmuday/1139_198.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
262,"Sri Hans Nagar Colony, Ghumanhera Road, Najafgarh",199,regular,1,548,https://dda.gov.in/sites/default/files/pmuday/548_199.pdf,,2019-12-04,"(1) 412 Hans Nagar, Pandwala Kalan, Najafgarh, Delhi 43",https://dda.gov.in/delineated-boundary
263,"New Colony, Sannot Ghoga More, Narela, Bawana",200,regular,1,503,,https://dda.gov.in/sites/default/files/pmuday/503_200.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
264,"Swarn Park Extn.-II, Mundka, Delhi-41",201,regular,1,1433,,https://dda.gov.in/sites/default/files/pmuday/1433_201.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
265,"Hind Vihar, Prem Nagar-III",202,regular,1,310,,https://dda.gov.in/sites/default/files/pmuday/310_202.pdf,2020-05-18,"(1) REGD. NO.67_Satya Enclave Prem Nagar-II Delhi -41 (2) REGD. NO.168_Pandey enclave Prem Nagar-III,delhi-41",https://dda.gov.in/delineated-boundary
266,"Church Colony, L-Block Sangam Vihar, New Delhi-62",203,regular,1,740,,https://dda.gov.in/sites/default/files/pmuday/740_203.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
267,"Rajiv Nagar, Bhalsawa Dairy, Delhi-42",204,regular,1,81,,https://dda.gov.in/sites/default/files/pmuday/81_204.pdf,2020-03-12,,https://dda.gov.in/delineated-boundary
268,"Kailash Vihar near Aman Vihar, Nangloi, Delhi- 41",205,regular,1,1160,,https://dda.gov.in/sites/default/files/pmuday/1160_205.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
269,"Gopal Nagar Ph-2, Z-Block, New Delhi-43",206,regular,1,388,https://dda.gov.in/sites/default/files/pmuday/388_206.pdf,,2019-12-02,,https://dda.gov.in/delineated-boundary
270,"Prem Nagar, Nathupura, Delhi-84",207,regular,1,150,,https://dda.gov.in/sites/default/files/pmuday/150_207.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
271,"Sangam Vihar , J-II, New Delhi-62",208,regular,1,729,,https://dda.gov.in/sites/default/files/pmuday/729_208.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
272,"Gyan Jyoti Budh Vihar, J-3, Sangam Vihar",210,regular,1,731,https://dda.gov.in/sites/default/files/pmuday/731_210.pdf,,2019-12-07,,https://dda.gov.in/delineated-boundary
273,"Dr. Ambedkar Colony, Andheria Morh, Chhatarpur",211,regular,1,465,https://dda.gov.in/sites/default/files/pmuday/465_211.pdf,,2019-12-03,,https://dda.gov.in/delineated-boundary
274,"Aman Puri, Najafgarh,Nangloi, Delhi-41",212,regular,1,343,,https://dda.gov.in/sites/default/files/pmuday/343_212.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
275,"Rajasthani Colony, West Patel Nagar, New Delhi",213,regular,0,896,,,2020-06-03,,https://dda.gov.in/delineated-boundary
276,Karkardooma Colony,214,regular,1,106,,https://dda.gov.in/sites/default/files/pmuday/106_214.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
277,"Kamla Enclave, New Roshan Pura Extn., Najafgarh",215,regular,1,1385,,https://dda.gov.in/sites/default/files/pmuday/1385_215.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
278,"Saurabh Vihar, O-Block, Hari Nagar Extn.-II, Badarpur",216,regular,1,1191,,https://dda.gov.in/sites/default/files/pmuday/1191_216.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
279,"Nangloi Extn.-1-B, Delhi-41",217,regular,1,1270,,https://dda.gov.in/sites/default/files/pmuday/1270_217.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
280,"Shaheed Bhagat Singh Nagar, Majri Karala, Delhi- 81",218-A,regular,1,882,https://dda.gov.in/sites/default/files/pmuday/882_218.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
281,"Shaheed Bhagat Singh Nagar, Majri Karala, Delhi- 81",218-B,regular,1,882,https://dda.gov.in/sites/default/files/pmuday/882_218.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
282,"Vijay Nagar, Bawana, Delhi-37",219,regular,1,1254,,https://dda.gov.in/sites/default/files/pmuday/1254_219.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
283,"Vidyapati Nagar, Mubarakpur, Delhi-81",220,regular,1,1038,,https://dda.gov.in/sites/default/files/pmuday/1038_220.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
284,"Inder Enclave-II, F-Block, Mubarakpur- Delhi-81",221,regular,1,1396,,https://dda.gov.in/sites/default/files/pmuday/1396_221.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
285,"Raghuvir Vihar, Prem Nagar-III, Nangloi",222,regular,1,1107,,https://dda.gov.in/sites/default/files/pmuday/1107_222.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
286,"Pankaj Garden near Ambarhai, Sec-19, Dwarka",224,regular,1,406,,https://dda.gov.in/sites/default/files/pmuday/406_224.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
287,"Hari Nagar Extn., F-Block, Part-II, Badarpur",225,regular,0,887,,,2020-06-03,,https://dda.gov.in/delineated-boundary
288,"Zakir Nagar, H-Block, Okhla",226,regular,1,1557,https://dda.gov.in/sites/default/files/pmuday/1557_226.pdf,,2020-03-16,,https://dda.gov.in/delineated-boundary
289,"Roshan Garden-II, Kakrola road, Najafgarh",227,regular,1,957,,https://dda.gov.in/sites/default/files/pmuday/957_227.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
290,"Subhash Mohalla, North Ghonda, Delhi-53",228-A,regular,1,556,,https://dda.gov.in/sites/default/files/pmuday/556_288.pdf,2020-05-23,"(1) 1017 Chanakya Place Pt-II Uttam Nagar,Delhi",https://dda.gov.in/delineated-boundary
291,"Subhash Mohalla, North Ghonda, Delhi-53",228-B,regular,1,556,,https://dda.gov.in/sites/default/files/pmuday/556_288.pdf,2020-05-23,"(1) 1017 Chanakya Place Pt-II Uttam Nagar,Delhi",https://dda.gov.in/delineated-boundary
292,"Subhash Mohalla, North Ghonda, Delhi-53",228-C,regular,1,556,,https://dda.gov.in/sites/default/files/pmuday/556_288.pdf,2020-05-23,"(1) 1017 Chanakya Place Pt-II Uttam Nagar,Delhi",https://dda.gov.in/delineated-boundary
293,"Shiv Ram Park,Nangloi, G H Block, New Delhi- 41",229,regular,1,603,,https://dda.gov.in/sites/default/files/pmuday/603_229.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
294,"Agar Enclave-I, Prem Nagar-III, Mubarak Pur road, Nangloi",231,regular,1,1544,,https://dda.gov.in/sites/default/files/pmuday/1544_231.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
295,"Gandhi Park Main Gurgaon road, Deenpur, Najafgarh",232,regular,1,537,,https://dda.gov.in/sites/default/files/pmuday/537_232.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
296,"Uttranchal Enclave, Burari, Delhi",233,regular,1,173,,https://dda.gov.in/sites/default/files/pmuday/173_233.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
297,"Jaitpur Extn., K-Block, Badarpur, New Delhi",234,regular,1,1212,,https://dda.gov.in/sites/default/files/pmuday/1212_234.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
298,"Janta Enclave, G-Block, Prem Nagar-III, New Delhi",235,regular,1,1021,,https://dda.gov.in/sites/default/files/pmuday/1021_235.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
299,"Abul Fazal Enclave, Block-E to N, New Delhi-25",236,regular,1,1076,https://dda.gov.in/sites/default/files/pmuday/1076_236.pdf,,2019-12-16,"(1) REGD. NO.391_Abul Fazal Enclave (Main), Kalindikunj Road Okhla, New Delhi",https://dda.gov.in/delineated-boundary
300,"Sant Nagar Block 'A' Burari Road, Delhi",237,regular,1,169,,https://dda.gov.in/sites/default/files/pmuday/169_237.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
301,"Aman Vihar, H-Block, Kirari Extn. Nangloi, New Delhi",238,regular,1,1119,,https://dda.gov.in/sites/default/files/pmuday/1119_238.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
302,"M. S. & New M. S. Mohan Garden, New Delhi- 59",239,regular,1,1343,,https://dda.gov.in/sites/default/files/pmuday/1343_239.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
303,"Lakhpat Colony, Part-II, Mithapur Extn. New Delhi",240,regular,1,1220,https://dda.gov.in/sites/default/files/pmuday/1220_240.pdf,,2019-12-16,,https://dda.gov.in/delineated-boundary
304,"Jeevan Park, Pankha road, New Delhi, D-1, D- 2, D-3 Block",241,regular,1,479,,https://dda.gov.in/sites/default/files/pmuday/479_241.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
305,"Dharam Pura, Block A -3, Najafgarh, New Delhi- 43",242,regular,1,952,,https://dda.gov.in/sites/default/files/pmuday/952_242.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
306,"Sainik Enclave, Sec-II, Sainik Vihar Extn. Mohan Garden, New Delhi",243,regular,1,795,,https://dda.gov.in/sites/default/files/pmuday/795_243.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
307,"Mohan Garden Phase-I, Uttam Nagar, New Delhi-59",244,regular,1,238,,https://dda.gov.in/sites/default/files/pmuday/MAP%20238_1135.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
308,"Himgiri Enclave, Mukand Pur (Extn.-II), Burari",245,regular,0,1625,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
309,"Prem Vihar Colony, Nangli Dairy, Najafgarh, New Delhi",246,regular,0,901,,,2020-06-03,,https://dda.gov.in/delineated-boundary
310,"Mohan Garden, A-II Block, Uttam Nagar, New Delhi",247,regular,1,798,https://dda.gov.in/sites/default/files/pmuday/798_247.pdf,,2019-12-09,,https://dda.gov.in/delineated-boundary
311,"Harsh Vihar, D-Block, Delhi-93",248,regular,1,1311,,https://dda.gov.in/sites/default/files/pmuday/1311_248.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
312,"Harsh Vihar, D-Block, Delhi-93",248-A,regular,1,1311,,https://dda.gov.in/sites/default/files/pmuday/1311_248.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
313,"Subhash Park Extn. Raja Puri road, Uttam Nagar",250,regular,1,1445,,https://dda.gov.in/sites/default/files/pmuday/1445_250.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
314,"Subhash Park Extn. 'B' Block, Uttam Nagar, New Delhi",251,regular,1,449,,https://dda.gov.in/sites/default/files/pmuday/449_251.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
315,"Raja Puri Colony, Uttam Nagar, New Delhi",252,regular,1,488,,https://dda.gov.in/sites/default/files/pmuday/488_252.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
316,"Shri Krishna Surakhpur Road, Gopal Nagar, Najafgarh",253,regular,1,718,,https://dda.gov.in/sites/default/files/pmuday/718_253.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
317,"Prahlad Vihar, Phase-II, Pappu Colony, Block A & B, Bawana, Delhi",254,regular,1,510,,https://dda.gov.in/sites/default/files/pmuday/510_254.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
318,"Qutabgarh Extn.Colony, Kanjhawla Delhi-39",255-A,regular,1,249,,https://dda.gov.in/sites/default/files/pmuday/MAP%20249_279.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
319,"Qutabgarh Extn.Colony, Kanjhawla Delhi-39",255-B,regular,0,1626,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
320,"Qutabgarh Extn.Colony, Kanjhawla Delhi-39",255-C,regular,0,1627,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
321,"Ranhaula Vihar, Nangloi, New Dehli-41",256,regular,1,333,https://dda.gov.in/sites/default/files/pmuday/333_256.pdf,,2019-12-01,"(1) REGD. NO.1531_Ganga Ram Park, Village Ranhola, Nangloi, New Delhi-41",https://dda.gov.in/delineated-boundary
322,"Jain Colony (Nanesh Enclave) Village Barwala, Bawana Road, Dehli-39",258,regular,1,5,,https://dda.gov.in/sites/default/files/pmuday/05_258.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
323,"Palam Vihar, Dwarka, Sector-6, New Dehli",260,regular,1,415,,https://dda.gov.in/sites/default/files/pmuday/415_260.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
324,"Vikas Vihar, Sec.-22, Rohini, Delhi",261,regular,1,1054,https://dda.gov.in/sites/default/files/pmuday/1054_261.pdf,,2019-12-15,,https://dda.gov.in/delineated-boundary
325,"Karan Vihar, Part-IV, Kirari Delhi-86",262,regular,1,1112,,https://dda.gov.in/sites/default/files/pmuday/1112_262.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
326,"Gopal Vihar Colony, Kanjhawla, Dehli-41",263,regular,1,949,https://dda.gov.in/sites/default/files/pmuday/949_263.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
327,"Lakhi Ram Park, Delhi-41",264,regular,1,1055,,https://dda.gov.in/sites/default/files/pmuday/1055_264.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
328,"Gafar Manzil, Extn.-II, jamia Nagar, Okhla, New Delhi",265,regular,1,1177,,https://dda.gov.in/sites/default/files/pmuday/1177_265.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
329,"Baljeet Nagar and Punjabi basti, New Delhi-8",266,regular,0,1628,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
330,"Budh Vihar Colony, Phase-I & II, Delhi",267,regular,1,938,https://dda.gov.in/sites/default/files/pmuday/938_267.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
331,"Raja Park, Sultan Puri, Kanjhawla",268,regular,1,1032,https://dda.gov.in/sites/default/files/pmuday/1032_268.pdf,,2019-12-15,"(1) REGD. NO.567_Friends Enclave, East Block, Sultanpur Extn., Nangloi, Delhi",https://dda.gov.in/delineated-boundary
332,"Janta Garden, Leftout Portion, E-Block, Pandav Nagar, Delhi-91",269-A,regular,1,132,,https://dda.gov.in/sites/default/files/pmuday/132_269A.pdf,2020-04-23,"(1) REGD. NO.269 B_Janta Garden, Leftout Portion, E-Block, Pandav Nagar, Delhi-91",https://dda.gov.in/delineated-boundary
333,"Janta Garden, Leftout Portion, E-Block, Pandav Nagar, Delhi-91",269-B,regular,1,1322,,https://dda.gov.in/sites/default/files/pmuday/1322_269_B.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
334,"Bhagirathi Vihar, Phase-2, 33 Feeta Idgah Road.",270,regular,1,260,,https://dda.gov.in/sites/default/files/pmuday/260_270.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
335,"Tomar Colony (Kamal Pur) Burari, Delhi-84",271,regular,1,161,,https://dda.gov.in/sites/default/files/pmuday/161_271.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
336,"Prem Vihar, Purvi Karawal Nagar, New Delhi",272,regular,1,219,,https://dda.gov.in/sites/default/files/pmuday/MAP%20219_272.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
337,"Sai Nagar, Mithapur, Extn. Badarpur, New Delhi",273,regular,1,1218,,https://dda.gov.in/sites/default/files/pmuday/1218_273.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
338,"Ambika Vihar, A-Block, East Karawal Nagar",274,regular,1,280,,https://dda.gov.in/sites/default/files/pmuday/280_274.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
339,"Ekta Vihar, Mithapur Extn. Badarpur, New Delhi",275,regular,1,1221,,https://dda.gov.in/sites/default/files/pmuday/1221_275.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
340,"Shiv Vihar, U-Block, Karawal Nagar, New Delhi",276,regular,1,1560,https://dda.gov.in/sites/default/files/pmuday/1560_276.pdf,,2020-03-16,,https://dda.gov.in/delineated-boundary
341,"Shanti Nagar, Shiv Vihar, Delhi-94",277,regular,1,250,,https://dda.gov.in/sites/default/files/pmuday/MAP%20250_277.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
342,"Gautam Colony Ext., Arya Nagar, Safiabad Road, Narela",278,regular,1,290,,https://dda.gov.in/sites/default/files/pmuday/290_278.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
343,"Shiv Vihar Ph-9, East Ext, Delhi-94",279,regular,1,249,,https://dda.gov.in/sites/default/files/pmuday/MAP%20249_279.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
344,"Baljeet Vihar, Nithari Extn., Nangloi, New Dehli- 41",280,regular,1,1104,,https://dda.gov.in/sites/default/files/pmuday/1104_280.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
345,"Shri Ram Colony, Nilothi Extn., Nangloi, Delhi- 41",281,regular,1,922,https://dda.gov.in/sites/default/files/pmuday/922_281.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
346,"Parvatiya Anchal, C-Block, Sant Nagar, Burari, Delhi-84",282,regular,1,167,,https://dda.gov.in/sites/default/files/pmuday/167_282.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
347,"Ramesh Enclave, Kirari Extn., Bawana, New Delhi-41",283,regular,1,1108,,https://dda.gov.in/sites/default/files/pmuday/1108_283.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
348,"Gagan Vihar (near Molar Bund), Badarpur, New Delhi",284,regular,1,1169,,https://dda.gov.in/sites/default/files/pmuday/1169_284.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
349,"Teacher Colony Samaipur, Delhi",285,regular,1,60,,https://dda.gov.in/sites/default/files/pmuday/60_285.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
350,"Yadav Enclave, Vikas Nagar, Ext., Hastsal, New Delhi",286,regular,1,675,,https://dda.gov.in/sites/default/files/pmuday/675_286.pdf,2020-05-27,,https://dda.gov.in/delineated-boundary
351,"Kaushik Enclave, A-Block, Burari Road, Delhi",287,regular,1,1325,,https://dda.gov.in/sites/default/files/pmuday/1325_287.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
352,"Chanakya Place Part-II, Uttam Nagar, New Delhi",288,regular,1,283,,https://dda.gov.in/sites/default/files/pmuday/283_766.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
353,"Vijay Enclave & Left out Portion, G-Block, Dabri, Palam Road, New Delhi",289,regular,1,440,,https://dda.gov.in/sites/default/files/pmuday/440_289.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
354,"Indra Park, Najafgarh, New Delhi",290,regular,1,966,,https://dda.gov.in/sites/default/files/pmuday/966_290.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
355,"Sangam Vihar, K-II, New Delhi-62",291,regular,1,733,,https://dda.gov.in/sites/default/files/pmuday/733_291.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
356,"Mahavir Enclave, G-1 Block, Left out Portion, Palam Village, New Delhi-45",292,regular,1,568,,https://dda.gov.in/sites/default/files/pmuday/568_292.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
357,"Durga Vihar, Ph-III, Najafgarh, New Delhi",293,regular,1,1386,,https://dda.gov.in/sites/default/files/pmuday/1386_293.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
358,"Tukmir Pur Vistar, Mustfabad, Karawal Nagar, Delhi",295,regular,1,207,,https://dda.gov.in/sites/default/files/pmuday/MAP%20207_295.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
359,"Prem Nagar-3, K-1, Block, Kirari Nangloi, New Delhi",296,regular,1,1137,,https://dda.gov.in/sites/default/files/pmuday/1137_296.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
360,"Rama Vihar Colony, Mohmad Pur Majri, Delhi- 81",297,regular,1,884,https://dda.gov.in/sites/default/files/pmuday/884_297.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
361,"Brij Vihar Agra Nagar, Prem Nagar-3, New Delhi",298,regular,1,1043,,https://dda.gov.in/sites/default/files/pmuday/1043_298.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
362,"Rattan Vihar, Kirar,i Sultan Puri Road, Nangloi, Delhi-41",299-A,regular,1,1116,,https://dda.gov.in/sites/default/files/pmuday/1116_299-A.pdf,2020-06-08,"(1) REGD. NO.299_B_Rattan Vihar, Kirar,i Sultan Puri Road, Nangloi, Delhi-41",https://dda.gov.in/delineated-boundary
363,"Rattan Vihar, Kirar,i Sultan Puri Road, Nangloi, Delhi-41",299-B,regular,0,917,,,2020-06-03,,https://dda.gov.in/delineated-boundary
364,"Sheesh Mahal Enclave, Prem Nagar-3, Nangloi, Delhi-41",300,regular,0,1629,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
365,"Chandan Park, Prem Nagar-3, Nangloi, Delhi- 41",301,regular,1,1152,,https://dda.gov.in/sites/default/files/pmuday/1152_301.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
366,"Vashisht Enclave, Baba Colony, Burari, Delhi-84",302,regular,1,163,,https://dda.gov.in/sites/default/files/pmuday/163_302.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
367,"Nand Ram Park, F-Block, Mahavir Enclave-3, New Delhi",303,regular,1,559,,https://dda.gov.in/sites/default/files/pmuday/559_303.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
368,"Jaitpur Extn., E-1 Block, Badarpur, New Delhi",304,regular,1,1206,,https://dda.gov.in/sites/default/files/pmuday/1206_304.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
369,"Molar Band Extn., Block No.-E/3, Part-2, Badarpur, New Delhi",305,regular,1,1368,,https://dda.gov.in/sites/default/files/pmuday/1368_305.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
370,"Joshi Colony, Mandawali, Fajalpur, Extn, Delhi- 92",306,regular,1,1008,,https://dda.gov.in/sites/default/files/pmuday/1008_306.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
