colony_id,name,reg_number,category,boundary_delineated,map_number,satellite_boundary_pdf_url,final_boundary_pdf_url,upload_date,remarks,source_link
1,Sainik Farms,,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
2,Mahendru Enclave,,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
3,Anant Ram Dairy,,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
4,Defence Service Enclave (Sainik Farm),453,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
5,"Anupam Garden, Delhi-68 South Chhatarpur",519,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
6,"KhirkiExtn. Colony Carriappa Marg, M.B. Road, New Delhi-62",738,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
7,"12- Defence Service Enclave, Khanpur, New Delhi62 South SangamVihar (ELD)",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
8,Sainik Farms Western Avenue N.Delhi,1295,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
9,"Freedom Fighters Enclave, IGNOU Road, Neb Sarai, New Delhi-68 South Chhatarpur",143,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
10,"Freedom Fighters Colony, Neb Sarai South Chhatarpur",165,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
11,"44- Freedom Fighters Comunity Development & Welfare Association, Neb Sarai New Delhi 68 (LOP)",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
12,FreedomFightersEnclave Delhi-68,1389,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
13,"Freedom Fighters Enclave, Near Neb Sarai, Mehrauli, Delhi-68",1355,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
14,"Freedom Fighters Enclave, Near Neb Sarai, Mehrauli, Delhi-68",1355 B,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
15,Freedam Fighters Enclave Neb Sarai Delhi-68,1031,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
16,"Freedom Fighters Vihar, Nebsarai, New Delhi",294,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
17,Freedom Fighters Enclave Neb Sarai Delhi-68,1120,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
18,"Freedom Fighter Enclave, Nev Sarai, Delhi-68",459,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
19,"FF CC Colony, Neb Sarai, New Delhi South Chhatarpur",1587,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
20,Neb Sarai Extn.Area Delhi-68,978,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
21,"Neb Sarai Extn,.Ph-II IGNOU Road Delhi",1244 A,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
22,"Indira Enclave, Neb Sarai",330,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
23,"Neb Valley IGNOU Road, Neb Sarai, Delhi-68",1119,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
24,"Neb Sarai Extn,.Ph-II IGNOU Road Delhi",1244,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
25,31- Neb Sarai Extn. Area New Delhi 68 South Chhatarpur (LOP),,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
26,108- Neb Sarai New Delhi 68 (ELD),,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
27,"128- Neb Sarai, Saidulajab Market Association New Delhi 68 (ELD)",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
28,"Dang Complex, IGNOU Road, SaidulajabExtn., New Delh-30 South Chhatarpur",154,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
29,SaidulajabExtn.Paryavaran Complex Delhi-30 South Chhatarpur,1054,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
30,"SaidulatabExtn.J-Block, Paryavaran Complex, Delhi-30",1415,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
31,"SaidulajaibExtn., Kohinoor Enclave, M.B.Road, Opp. CISF Complex",1446,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
32,"SaidulajabExtn. Mehrauli, New Delhi-68",126,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
33,"SaidulajaibExtn., New Delhi-30",1513 A,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
34,"SaidulajaibExtn., New Delhi-30",1513 B,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
35,114- Saidulajaib Village Residance Welfare (ELD) Association New Delhi,,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
36,"Sultan Apartment, Gali No.2, SaidullaJaib, M.B.Road, Delhi-30",374,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
37,"HarcharanBagh, Andheria More, Vasant Kunj Road, Delhi-30 South Mehrauli",129,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
38,Shanti Kunj ( Main) Near Church Vasant Kunj Delhi-70 South Mehrauli,1112,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
39,"Shanti Kunj, Behind Sect.-D, Pocket III & IV, Vasant Kunj South Mehrauli",83,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
40,"Shanti Kunj Behind Deep Public School, Vasant Kunj) Delhi-70 South Mehrauli",1144,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
41,"BhawaniKunj behind Sector D-II, Vasant Kunj, New Delhi-70 South Mehrauli",5,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
42,"BhawaniKunj Near Vasant Kunj, Delhi-70 South Mehrauli",576,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
43,"Shri Sai Kunj, Mehrauli, Delhi-70 South Mehrauli",504,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
44,Asha Kunj Vasant Kunj Delhi-70 South Mehrauli,1343,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
45,"110- The Haven Athene Hospitality Services Pvt. Ltd,Property No. 4-1-14, Ward- I, Kalka Das (ELD) Marg, Mehrauli New Delhi 30",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
46,"111- The Sunridge, Sunridge India Heritage Pvt. Ltd.Haveli Sarai No. 6, Kalka Das Marg (ELD) Mehrauli, New Delhi 30",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
47,"112- The Qila, SunridgeQila Resorts Pvt. Ltd. 4A, Ward -I, Kalka Das Marg Mehrauli New (ELD) Delhi",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
48,"109- The Sunridge, Sunridge India Heritage Pvt. Ltd.Haveli Sarai No. 8, Kalka Das Marg (ELD) Mehrauli, New Delhi 30",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
49,"Amaltas Avenue (Samalka) Colony, Rajokri, Delhi",556,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
50,"Vasant Kunj Enclave, Delhi-70 New Delhi Bijwasan",425,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
51,"Vasant Kunj Enclave, B-Block, MlikapurKohi, Village Rangpuri New Delhi Bijwasan",62,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
52,"143- RuchiVihar, Rang Puri Abutting Block-B, Delhi 37 South West Bijwasan (ELD)",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
53,"Defence Enclave, Mahipalpur, Extn.-II, New Delhi-37",321 A,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
54,"Defence Enclave, Mahipalpur, Extn.-II, New Delhi-37",321 B,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
55,"Defence Enclave Development Association , MahipalPurExtn. New Delhi-37",1593,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
56,Chatterpur Mini Farms Chatterpur main Road Mehrauli New Delhi-62 South Chhatarpur,866,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
57,"GadaiPurExtn., 26-A, Club Drive, GadaiPur Extn., Mehrauli, Gurgaon Road, GadaiPur, Delhi-30",2-(ELD),affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
58,"Green Medows, SatbariMehrauli, Delhi South Chhatarpur",591,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
59,"31- Silver OAK Enclave, Village JonapurGadaiPur, Mandi Road, New Delhi-47 (ELD)",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
60,"Club Drive Colony, M.G. Road, Gadaipur (Opp.Ghitorni) South Chhatarpur",37,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
61,68- SanskritikAurVikasSanstha OSHO Drive GadaipurExtn. Of Village GadaipurMehrauli (ELD) New Delhi,,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
62,"47- Silver OAK Enclave, Village JonapurGadaipur (LOP) Mandi Road New Delhi 47",,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
63,ChattarpurExtn.Mehrauli New Delhi-74,916,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
64,ChattarpurExtn.Mehrauli New Delhi-74,735,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
65,"Chattarpur Enclave, MehrauliChattarpur, Road, Delhi-68",480,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
66,"Chattarpur Enclave, MehrauliChattarpur, Road, Delhi-68",480 B,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
67,"Chattarpur Enclave, MehrauliChattarpur, Road, Delhi-68",480 C,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
68,"Chattarpur Extn.,A-1, New Delhi",375,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
69,"Chhatarpur Enclave Ph-I, Block-A, Maidan Garhi, Village Road",56,affluent,0,,,,,Inhabited by affluent section; excluded from PM-UDAY scheme under Regulation 3(1),https://dda.gov.in/sites/default/files/pmuday/2.%20List%20of%2069%20Unauthorized%20Colonies%20Inhabitated%20By%20Affluent%20Section%20of%20Society.pdf
70,Ladakh Budh Vihar Colony,1,regular,1,111,,https://dda.gov.in/sites/default/files/pmuday/111_1.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
71,"Prem Nagar-II, J- Block, Kirari Suleman Nagar, Nangloi",2,regular,1,1127,,https://dda.gov.in/sites/default/files/pmuday/1127_2.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
72,"Noor Nagar Extn., Jamia Nagar",3,regular,0,874,,,2020-06-03,,https://dda.gov.in/delineated-boundary
73,"Kotla Vihar Ph-II, Tilangpur",4,regular,1,1438,https://dda.gov.in/sites/default/files/pmuday/1438_4.pdf,,2020-01-06,,https://dda.gov.in/delineated-boundary
74,"Sangam Vihar, A-Block, New Delhi-62",6,regular,1,5,,https://dda.gov.in/sites/default/files/pmuday/05_258.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
75,"Harijan Basti, Masoodpur near Pocket-B, Sector7,8,9, Vasant Kunj",7,regular,1,19,,https://dda.gov.in/sites/default/files/pmuday/19_7.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
76,"Inder Prasth Colony Nathu Pura, Burari, Delhi-84",8-A,regular,1,7,https://dda.gov.in/sites/default/files/pmuday/07_501.pdf,,2019-11-16,,https://dda.gov.in/delineated-boundary
77,"Inder Prasth Colony Nathu Pura, Burari, Delhi-84",8-B,regular,0,1617,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
78,"Krishna Enclave Opp. C.R.P.F. Camp, Dichawn Road, Jharoda Kalan",9,regular,1,1552,https://dda.gov.in/sites/default/files/pmuday/1552_9.pdf,,2020-03-16,,https://dda.gov.in/delineated-boundary
79,"St. John Church Colony, Mehrauli, New Delhi-30",10,regular,1,457,,https://dda.gov.in/sites/default/files/pmuday/457_10.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
80,"Prem Nagar-II,L.M.P.Q. Block, Kirari,Suleman Nagar, Nangloi, New Delhi",11,regular,1,1159,,https://dda.gov.in/sites/default/files/pmuday/1159_11.pdf,2020-06-10,,https://dda.gov.in/delineated-boundary
81,"Prem Nagar-II, Kirari Suleman Nagar, Nangloi",12,regular,1,105,,https://dda.gov.in/sites/default/files/pmuday/105_12.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
82,"Prem Nagar-II,N-O, Block, Kirari, Nangloi, Delhi",13,regular,1,1158,,https://dda.gov.in/sites/default/files/pmuday/1158_13.pdf,2020-06-10,"(1) REGD. NO.39_Prem Nagar-II, O-Block, Part-II, Nangloi",https://dda.gov.in/delineated-boundary
83,"Somesh Vihar, Chhawla, Najafgarh",15,regular,1,625,https://dda.gov.in/sites/default/files/pmuday/625_15.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
84,"Shastri Park Extn., (Buland Masjid), Delhi-53",16,regular,1,1264,https://dda.gov.in/sites/default/files/pmuday/1264_16.pdf,,2019-12-19,,https://dda.gov.in/delineated-boundary
85,"Balbir Nagar,Kirari Suleman Nagar, Nangloi, Delhi-41",17,regular,1,1115,,https://dda.gov.in/sites/default/files/pmuday/1115_17.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
86,"Avadh Vihar,V-Block, Prem Nagar-II, Delhi-41",18,regular,1,1132,,https://dda.gov.in/sites/default/files/pmuday/1132_18.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
87,"Hari Enclave, Part-II, Kirari Suleman Nagar",19,regular,1,1111,,https://dda.gov.in/sites/default/files/pmuday/1111_19.pdf,2020-06-08,"(1) REGD. NO.90_Kirari Extn., R-Block, Karan Vihar Part-6",https://dda.gov.in/delineated-boundary
88,Vashu Vihar Colony Holambi Kalan,20,regular,1,1,,https://dda.gov.in/sites/default/files/pmuday/01_20.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
89,Ankur Vihar Colony Holambi Kalan,21,regular,1,2,,https://dda.gov.in/sites/default/files/pmuday/02_21.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
90,"Aruna Asafali Road, Village Kishan Garh",22,regular,0,,,,,Boundary map pending or omitted from DDA portal table,https://dda.gov.in/sites/default/files/pmuday/1731_uc.pdf
91,"Rajendra Park Extension Nangloi, Delhi-41",23,regular,1,1271,,https://dda.gov.in/sites/default/files/pmuday/1271_23.pdf,2020-06-12,,https://dda.gov.in/delineated-boundary
92,"Harijan Colony, Village- Harewali, Delhi-39",25,regular,1,526,,https://dda.gov.in/sites/default/files/pmuday/526_25.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
93,"Prem Nagar-II, Kirari Suleman Nagar, Nangloi, Delhi-41",26,regular,1,1126,,https://dda.gov.in/sites/default/files/pmuday/1126_26.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
94,"Mange Ram Park,Pooth Kalan, Sector-23, Rohini",27,regular,1,935,,https://dda.gov.in/sites/default/files/pmuday/935_27.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
